genre,title,edition,description,date,price,rating
MMORPG,Game 8233,classic,Immerse yourself in a Adventure game that offers intense battles and challenging levels. Age Restriction: 14.,2014-10-18,18.32,3.4
RPG,Game 8234,current,A unique JRPG game that offers strategic thinking alongside endless fun. Age Restriction: 18.,2022-12-27,41.92,1.5
Adventure,Game 8235,alpha,"Experience the excitement in this Action game, where sports management and multiplayer options. Age Restriction: 6.",2006-06-22,65.67,1.2
MMORPG,Game 8236,current,Prepare for an intense Simulation experience with intense battles and multiplayer options. Age Restriction: 9.,2004-02-11,93.99,6.3
RPG,Game 8237,current,"Dive into the world of Simulation with character customization, offering unmatched gameplay. Age Restriction: 18.",2022-01-08,36.47,8.5
Action,Game 8238,current,"Immerse yourself in this Horror game, where complex narratives meets breathtaking visuals. Age Restriction: 12.",2017-09-07,59.52,0.8
Action,Game 8239,alpha,Adventure awaits in this Fighting game featuring city-building and realistic physics. Age Restriction: 5.,2016-08-02,46.14,9.5
Sports,Game 8240,classic,"Immerse yourself in this JRPG game, where character customization meets dynamic environments. Age Restriction: 16.",2011-09-05,28.43,5.5
Strategy,Game 8241,alpha,Embark on an epic RPG journey where intense battles and challenging levels come together. Age Restriction: 17.,2022-12-24,70.04,0.4
Sports,Game 8242,alpha,"Immerse yourself in this Adventure game, where intense battles meets dynamic environments. Age Restriction: 6.",2006-06-14,11.17,5.9
Simulation,Game 8243,beta,"Experience the excitement in this RPG game, where city-building and challenging levels. Age Restriction: 13.",2010-11-04,90.23,1.5
RPG,Game 8244,beta,A dynamic Simulation game that integrates complex narratives and immersive soundtracks seamlessly. Age Restriction: 8.,2002-11-27,50.06,2.4
RPG,Game 8245,beta,Prepare for an intense Adventure experience with complex narratives and endless fun. Age Restriction: 12.,2007-01-22,67.24,9.8
Survival,Game 8246,alpha,"Explore the Puzzle genre with puzzle-solving, making it unmatched gameplay. Age Restriction: 8.",2013-11-09,76.09,5.6
Strategy,Game 8247,current,Explore the depths of Horror with strategic thinking and multiplayer options as your guide. Age Restriction: 7.,2007-09-15,65.2,3.9
JRPG,Game 8248,beta,Discover the thrill of MMORPG through sports management and endless fun. Age Restriction: 11.,2006-03-24,22.43,1.9
JRPG,Game 8249,classic,Challenge yourself in this Adventure game with high-speed racing and unmatched gameplay. Age Restriction: 7.,2021-11-08,90.72,1.0
MMORPG,Game 8250,beta,Dive into Action\ with city-building and realistic physics for a complete experience. Age Restriction: 12.,2017-12-14,33.37,8.6
JRPG,Game 8251,alpha,Engage in a Adventure adventure where strategic thinking and multiplayer options prevail. Age Restriction: 15.,2007-01-01,43.13,10.0
Fighting,Game 8252,classic,"Immerse yourself in this Puzzle game, where sports management meets immersive soundtracks. Age Restriction: 17.",2003-10-23,89.23,9.8
MMORPG,Game 8253,alpha,Dive into Puzzle\ with strategic thinking and realistic physics for a complete experience. Age Restriction: 18.,2013-02-12,26.38,1.1
Strategy,Game 8254,original,Step into the world of Puzzle with intense battles and immersive soundtracks at your fingertips. Age Restriction: 9.,2010-08-13,53.38,4.9
Adventure,Game 8255,original,"This MMORPG game provides puzzle-solving, perfect for those who immersive soundtracks. Age Restriction: 4.",2011-03-30,47.82,6.6
Puzzle,Game 8256,alpha,Experience a new level of Sports with sports management and breathtaking visuals. Age Restriction: 16.,2021-05-12,16.3,6.2
Survival,Game 8257,classic,An engaging Horror game that brings strategic thinking and dynamic environments to life. Age Restriction: 11.,2019-05-06,71.52,7.6
Action,Game 8258,alpha,A captivating Strategy experience that blends character customization with breathtaking visuals. Age Restriction: 12.,2011-06-26,85.4,8.0
JRPG,Game 8259,classic,Step into the world of MMORPG with character customization and breathtaking visuals at your fingertips. Age Restriction: 18.,2009-09-06,93.68,4.1
RPG,Game 8260,original,This Puzzle game captivates with sports management and breathtaking visuals at its core. Age Restriction: 18.,2000-02-07,41.89,7.1
Fighting,Game 8261,current,A captivating Simulation experience that blends strategic thinking with breathtaking visuals. Age Restriction: 7.,2020-06-24,66.42,3.7
Simulation,Game 8262,original,An engaging RPG game that brings sports management and multiplayer options to life. Age Restriction: 18.,2005-04-19,79.2,0.3
RPG,Game 8263,classic,A captivating Action experience that blends complex narratives with breathtaking visuals. Age Restriction: 8.,2010-04-08,65.83,4.6
Horror,Game 8264,alpha,"Join the adventure in this Fighting game, where sports management is paired with challenging levels. Age Restriction: 5.",2003-08-24,36.37,4.9
Puzzle,Game 8265,beta,"Unleash your potential in this Adventure game, featuring city-building and realistic physics. Age Restriction: 8.",2011-11-20,94.03,9.8
Sports,Game 8266,beta,"Explore the JRPG genre with high-speed racing, making it realistic physics. Age Restriction: 18.",2016-02-26,77.51,1.5
Survival,Game 8267,classic,Engage in a Adventure adventure where high-speed racing and breathtaking visuals prevail. Age Restriction: 13.,2017-08-30,51.34,7.8
RPG,Game 8268,original,A dynamic Sports game that integrates intense battles and dynamic environments seamlessly. Age Restriction: 11.,2021-02-27,54.77,1.0
MMORPG,Game 8269,classic,"This Fighting game provides intense battles, perfect for those who dynamic environments. Age Restriction: 5.",2003-11-15,82.66,7.9
Fighting,Game 8270,beta,Immerse yourself in a Adventure game that offers intense battles and challenging levels. Age Restriction: 14.,2021-03-18,77.63,9.2
Simulation,Game 8271,original,Challenge yourself in this Adventure game with high-speed racing and immersive soundtracks. Age Restriction: 5.,2017-06-07,81.12,9.3
Action,Game 8272,current,Dive into Sports\ with puzzle-solving and endless fun for a complete experience. Age Restriction: 15.,2021-09-09,75.47,8.2
Simulation,Game 8273,classic,Engage in a Adventure adventure where complex narratives and multiplayer options prevail. Age Restriction: 16.,2017-07-17,94.52,1.3
Adventure,Game 8274,original,A dynamic Sports game that integrates high-speed racing and dynamic environments seamlessly. Age Restriction: 7.,2001-02-07,94.27,6.9
JRPG,Game 8275,classic,"Join the adventure in this Fighting game, where sports management is paired with immersive soundtracks. Age Restriction: 13.",2010-07-01,26.7,1.7
Fighting,Game 8276,beta,A thrilling Survival game featuring character customization and endless fun. Age Restriction: 3.,2022-05-21,65.47,6.0
Horror,Game 8277,original,Dive into JRPG\ with character customization and realistic physics for a complete experience. Age Restriction: 15.,2000-11-26,31.22,5.9
Survival,Game 8278,classic,A unique Survival game that offers puzzle-solving alongside dynamic environments. Age Restriction: 12.,2016-11-04,30.85,0.1
Sports,Game 8279,classic,"Experience the excitement in this Simulation game, where strategic thinking and dynamic environments. Age Restriction: 4.",2018-02-27,46.5,4.5
Survival,Game 8280,alpha,"Experience the excitement in this Puzzle game, where high-speed racing and endless fun. Age Restriction: 10.",2016-11-04,75.03,5.8
MMORPG,Game 8281,classic,A unique Simulation game that offers city-building alongside challenging levels. Age Restriction: 11.,2021-10-14,85.9,2.6
Fighting,Game 8282,beta,"Explore the Horror genre with city-building, making it unmatched gameplay. Age Restriction: 14.",2006-12-30,17.38,9.9
Adventure,Game 8283,original,A captivating Action experience that blends complex narratives with endless fun. Age Restriction: 10.,2001-09-10,20.71,2.6
Fighting,Game 8284,original,Dive into Horror\ with complex narratives and endless fun for a complete experience. Age Restriction: 5.,2004-11-06,97.78,5.0
RPG,Game 8285,alpha,Discover the thrill of Adventure through city-building and breathtaking visuals. Age Restriction: 8.,2019-10-21,53.89,1.3
Simulation,Game 8286,alpha,"Dive into the world of Fighting with puzzle-solving, offering realistic physics. Age Restriction: 8.",2016-03-12,37.21,6.4
Survival,Game 8287,alpha,Engage in a Fighting adventure where character customization and immersive soundtracks prevail. Age Restriction: 12.,2004-12-02,96.19,4.8
MMORPG,Game 8288,alpha,A dynamic Adventure game that integrates strategic thinking and breathtaking visuals seamlessly. Age Restriction: 7.,2012-07-24,63.58,6.6
Strategy,Game 8289,alpha,"This Survival game provides city-building, perfect for those who realistic physics. Age Restriction: 9.",2007-12-29,25.06,9.4
Survival,Game 8290,classic,Dive into Adventure\ with character customization and breathtaking visuals for a complete experience. Age Restriction: 7.,2004-05-02,58.78,7.8
Adventure,Game 8291,classic,Immerse yourself in a Adventure game that offers intense battles and endless fun. Age Restriction: 11.,2005-04-28,91.37,5.2
JRPG,Game 8292,original,A RPG game where character customization meets immersive soundtracks for an unforgettable experience. Age Restriction: 13.,2019-04-26,55.0,8.4
Action,Game 8293,classic,A unique MMORPG game that offers strategic thinking alongside challenging levels. Age Restriction: 5.,2017-03-30,66.94,8.4
Adventure,Game 8294,current,Explore the depths of MMORPG with sports management and endless fun as your guide. Age Restriction: 6.,2003-08-07,94.39,3.5
RPG,Game 8295,alpha,Challenge yourself in this MMORPG game with strategic thinking and challenging levels. Age Restriction: 6.,2019-09-15,61.91,5.6
Horror,Game 8296,current,Discover the thrill of Fighting through intense battles and breathtaking visuals. Age Restriction: 7.,2018-08-18,36.73,3.1
MMORPG,Game 8297,beta,Discover the thrill of Adventure through high-speed racing and endless fun. Age Restriction: 4.,2018-10-09,68.07,8.1
Simulation,Game 8298,current,"Immerse yourself in this Puzzle game, where high-speed racing meets multiplayer options. Age Restriction: 5.",2015-10-16,30.34,8.9
Puzzle,Game 8299,alpha,A captivating Simulation experience that blends sports management with dynamic environments. Age Restriction: 18.,2004-07-14,16.34,7.8
Horror,Game 8300,current,"Immerse yourself in this Simulation game, where high-speed racing meets realistic physics. Age Restriction: 8.",2002-02-04,40.56,8.9
MMORPG,Game 8301,classic,"Dive into the world of Puzzle with strategic thinking, offering multiplayer options. Age Restriction: 17.",2022-01-25,17.06,1.4
Puzzle,Game 8302,alpha,A dynamic RPG game that integrates intense battles and multiplayer options seamlessly. Age Restriction: 6.,2023-01-10,76.2,4.2
JRPG,Game 8303,original,This Adventure game captivates with character customization and realistic physics at its core. Age Restriction: 16.,2023-08-29,22.04,1.2
Adventure,Game 8304,classic,A thrilling Strategy game featuring character customization and unmatched gameplay. Age Restriction: 12.,2000-07-21,24.78,0.7
Adventure,Game 8305,beta,An engaging Horror game that brings strategic thinking and challenging levels to life. Age Restriction: 14.,2012-05-01,69.7,8.8
Strategy,Game 8306,current,Dive into Fighting\ with intense battles and endless fun for a complete experience. Age Restriction: 10.,2023-12-02,64.55,8.1
Puzzle,Game 8307,classic,Adventure awaits in this Puzzle game featuring city-building and multiplayer options. Age Restriction: 15.,2008-01-23,52.04,8.4
Sports,Game 8308,current,"Experience the excitement in this Action game, where character customization and multiplayer options. Age Restriction: 10.",2014-01-26,14.23,7.5
Simulation,Game 8309,original,A captivating Horror experience that blends city-building with immersive soundtracks. Age Restriction: 10.,2019-08-08,25.96,7.4
Horror,Game 8310,current,"Explore the RPG genre with strategic thinking, making it realistic physics. Age Restriction: 4.",2007-05-10,24.42,6.2
Puzzle,Game 8311,beta,An engaging Puzzle game that brings sports management and challenging levels to life. Age Restriction: 4.,2008-07-14,58.25,4.0
Strategy,Game 8312,alpha,Step into the world of Strategy with sports management and multiplayer options at your fingertips. Age Restriction: 9.,2003-02-26,48.44,5.4
Puzzle,Game 8313,alpha,Experience a new level of Action with strategic thinking and dynamic environments. Age Restriction: 7.,2004-11-10,40.47,3.7
RPG,Game 8314,original,"This Adventure game provides strategic thinking, perfect for those who realistic physics. Age Restriction: 10.",2005-08-23,87.3,3.2
Adventure,Game 8315,original,Experience a new level of Puzzle with puzzle-solving and realistic physics. Age Restriction: 11.,2019-05-22,24.47,2.1
JRPG,Game 8316,beta,An engaging Strategy game that brings puzzle-solving and endless fun to life. Age Restriction: 3.,2021-03-08,29.49,2.8
RPG,Game 8317,classic,"Dive into the world of Adventure with city-building, offering endless fun. Age Restriction: 5.",2019-12-12,25.54,7.7
RPG,Game 8318,alpha,An engaging Fighting game that brings puzzle-solving and dynamic environments to life. Age Restriction: 6.,2001-04-29,71.96,0.4
MMORPG,Game 8319,original,A dynamic Puzzle game that integrates high-speed racing and challenging levels seamlessly. Age Restriction: 13.,2014-02-27,56.31,3.7
Adventure,Game 8320,classic,Immerse yourself in a RPG game that offers high-speed racing and breathtaking visuals. Age Restriction: 8.,2014-01-10,46.17,3.9
Adventure,Game 8321,beta,"This Adventure game offers character customization, combined with dynamic environments for endless excitement. Age Restriction: 4.",2022-02-10,23.94,8.1
Puzzle,Game 8322,classic,An innovative MMORPG game that city-building and multiplayer options. Age Restriction: 5.,2008-09-16,71.56,6.1
Sports,Game 8323,current,This Sports game captivates with strategic thinking and realistic physics at its core. Age Restriction: 12.,2003-04-27,55.21,6.4
Strategy,Game 8324,current,A captivating Simulation experience that blends high-speed racing with unmatched gameplay. Age Restriction: 6.,2006-09-20,27.31,8.8
Horror,Game 8325,original,"Immerse yourself in this Fighting game, where intense battles meets dynamic environments. Age Restriction: 3.",2017-07-03,27.58,3.8
Sports,Game 8326,beta,Embark on an epic MMORPG journey where strategic thinking and challenging levels come together. Age Restriction: 7.,2011-03-12,31.22,0.7
Action,Game 8327,alpha,Dive into Simulation\ with city-building and breathtaking visuals for a complete experience. Age Restriction: 11.,2016-08-11,20.7,5.7
RPG,Game 8328,original,"This Horror game provides complex narratives, perfect for those who realistic physics. Age Restriction: 15.",2002-02-06,65.04,7.0
Survival,Game 8329,beta,A thrilling Fighting game featuring sports management and unmatched gameplay. Age Restriction: 4.,2016-12-06,32.54,0.1
Fighting,Game 8330,original,Dive into RPG\ with high-speed racing and unmatched gameplay for a complete experience. Age Restriction: 7.,2015-12-12,59.11,2.8
JRPG,Game 8331,beta,Adventure awaits in this Sports game featuring strategic thinking and challenging levels. Age Restriction: 16.,2015-01-23,70.3,7.6
Adventure,Game 8332,original,A captivating Action experience that blends complex narratives with challenging levels. Age Restriction: 15.,2002-12-30,92.33,1.7
Sports,Game 8333,classic,"Explore the Action genre with high-speed racing, making it multiplayer options. Age Restriction: 13.",2009-08-01,75.03,5.3
MMORPG,Game 8334,alpha,An innovative Strategy game that complex narratives and multiplayer options. Age Restriction: 16.,2000-06-11,90.48,3.2
Sports,Game 8335,beta,"Explore the Sports genre with sports management, making it multiplayer options. Age Restriction: 16.",2022-03-03,70.21,7.8
Horror,Game 8336,alpha,An innovative JRPG game that high-speed racing and immersive soundtracks. Age Restriction: 9.,2016-03-03,60.9,7.9
Action,Game 8337,current,Explore the depths of Simulation with city-building and immersive soundtracks as your guide. Age Restriction: 16.,2020-05-03,21.95,2.6
RPG,Game 8338,alpha,"Dive into the world of Puzzle with complex narratives, offering endless fun. Age Restriction: 9.",2001-07-28,80.0,4.5
Adventure,Game 8339,original,A captivating Action experience that blends complex narratives with challenging levels. Age Restriction: 6.,2006-05-30,52.56,4.6
MMORPG,Game 8340,classic,A thrilling Survival game featuring sports management and endless fun. Age Restriction: 16.,2006-09-14,86.08,5.8
Fighting,Game 8341,current,"This RPG game offers high-speed racing, combined with breathtaking visuals for endless excitement. Age Restriction: 10.",2000-09-14,26.73,8.3
Strategy,Game 8342,classic,A thrilling Survival game featuring high-speed racing and breathtaking visuals. Age Restriction: 13.,2016-05-17,69.74,0.6
Adventure,Game 8343,beta,"This Sports game provides complex narratives, perfect for those who multiplayer options. Age Restriction: 10.",2010-07-05,29.78,6.3
Fighting,Game 8344,alpha,This RPG game captivates with character customization and multiplayer options at its core. Age Restriction: 5.,2017-02-21,94.74,4.2
Puzzle,Game 8345,alpha,"This Simulation game provides intense battles, perfect for those who breathtaking visuals. Age Restriction: 10.",2021-12-18,82.47,7.5
RPG,Game 8346,beta,Immerse yourself in a JRPG game that offers puzzle-solving and endless fun. Age Restriction: 7.,2007-01-02,34.57,4.5
MMORPG,Game 8347,current,"Dive into the world of Sports with high-speed racing, offering breathtaking visuals. Age Restriction: 12.",2002-09-10,62.18,0.5
Action,Game 8348,original,Immerse yourself in a JRPG game that offers intense battles and challenging levels. Age Restriction: 4.,2002-12-07,41.1,0.1
MMORPG,Game 8349,current,An innovative MMORPG game that city-building and challenging levels. Age Restriction: 8.,2023-04-29,63.3,8.9
MMORPG,Game 8350,beta,A captivating Adventure experience that blends puzzle-solving with endless fun. Age Restriction: 3.,2017-10-22,95.56,5.4
MMORPG,Game 8351,classic,"Unleash your potential in this RPG game, featuring character customization and dynamic environments. Age Restriction: 4.",2022-11-22,71.67,9.2
Simulation,Game 8352,beta,A unique Action game that offers city-building alongside unmatched gameplay. Age Restriction: 5.,2000-10-20,93.01,8.4
Sports,Game 8353,classic,A Puzzle game where city-building meets multiplayer options for an unforgettable experience. Age Restriction: 7.,2020-04-29,40.24,6.2
Horror,Game 8354,alpha,Experience a new level of Survival with character customization and multiplayer options. Age Restriction: 3.,2022-05-01,79.46,6.5
Adventure,Game 8355,current,Experience a new level of Survival with strategic thinking and challenging levels. Age Restriction: 10.,2016-09-18,25.4,1.1
RPG,Game 8356,beta,"Join the adventure in this JRPG game, where high-speed racing is paired with immersive soundtracks. Age Restriction: 5.",2004-05-27,27.22,8.1
Action,Game 8357,original,Engage in a RPG adventure where high-speed racing and dynamic environments prevail. Age Restriction: 6.,2020-10-23,87.45,4.2
Sports,Game 8358,beta,Prepare for an intense Simulation experience with complex narratives and breathtaking visuals. Age Restriction: 7.,2004-11-06,92.58,9.6
Action,Game 8359,classic,Immerse yourself in a Survival game that offers sports management and challenging levels. Age Restriction: 14.,2005-11-05,76.57,6.6
Survival,Game 8360,original,This Simulation game captivates with character customization and dynamic environments at its core. Age Restriction: 14.,2011-04-24,68.43,9.1
Simulation,Game 8361,classic,Embark on an epic JRPG journey where complex narratives and multiplayer options come together. Age Restriction: 5.,2010-11-22,68.25,8.2
JRPG,Game 8362,alpha,Adventure awaits in this Adventure game featuring intense battles and realistic physics. Age Restriction: 4.,2020-05-20,86.82,9.0
Simulation,Game 8363,original,Prepare for an intense JRPG experience with city-building and dynamic environments. Age Restriction: 7.,2012-02-06,61.52,1.4
Simulation,Game 8364,current,Prepare for an intense Horror experience with city-building and endless fun. Age Restriction: 3.,2008-12-27,59.54,5.2
JRPG,Game 8365,current,An engaging Strategy game that brings sports management and challenging levels to life. Age Restriction: 18.,2009-03-26,21.59,2.4
Horror,Game 8366,current,"Unleash your potential in this Survival game, featuring complex narratives and dynamic environments. Age Restriction: 11.",2013-10-02,94.88,8.9
Action,Game 8367,alpha,This Simulation game captivates with character customization and dynamic environments at its core. Age Restriction: 13.,2019-04-30,15.97,3.9
Action,Game 8368,current,A thrilling Strategy game featuring high-speed racing and unmatched gameplay. Age Restriction: 13.,2008-02-20,80.43,2.6
Action,Game 8369,current,Experience a new level of Sports with sports management and unmatched gameplay. Age Restriction: 5.,2016-02-02,49.26,9.8
JRPG,Game 8370,current,"Dive into the world of RPG with character customization, offering multiplayer options. Age Restriction: 12.",2016-12-27,99.23,8.5
MMORPG,Game 8371,alpha,Explore the depths of Puzzle with city-building and immersive soundtracks as your guide. Age Restriction: 7.,2008-01-22,11.62,1.7
RPG,Game 8372,classic,An engaging Sports game that brings puzzle-solving and endless fun to life. Age Restriction: 14.,2001-04-19,59.48,1.0
RPG,Game 8373,current,"Unleash your potential in this JRPG game, featuring character customization and endless fun. Age Restriction: 3.",2013-08-04,15.34,2.1
Action,Game 8374,original,A unique Strategy game that offers puzzle-solving alongside immersive soundtracks. Age Restriction: 7.,2003-09-15,49.99,9.8
Action,Game 8375,classic,A Action game where strategic thinking meets realistic physics for an unforgettable experience. Age Restriction: 12.,2014-10-29,82.45,8.9
Survival,Game 8376,current,Experience a new level of Action with strategic thinking and multiplayer options. Age Restriction: 14.,2006-07-13,15.6,5.4
Fighting,Game 8377,alpha,A thrilling Simulation game featuring intense battles and immersive soundtracks. Age Restriction: 3.,2013-03-12,39.59,4.9
Simulation,Game 8378,original,Step into the world of Fighting with puzzle-solving and unmatched gameplay at your fingertips. Age Restriction: 4.,2023-06-06,64.96,4.1
Sports,Game 8379,beta,"Immerse yourself in this RPG game, where strategic thinking meets unmatched gameplay. Age Restriction: 17.",2011-07-15,52.0,9.5
Horror,Game 8380,classic,Discover the thrill of Simulation through sports management and unmatched gameplay. Age Restriction: 17.,2009-06-10,33.58,5.8
Simulation,Game 8381,current,Engage in a JRPG adventure where puzzle-solving and multiplayer options prevail. Age Restriction: 8.,2008-01-05,12.22,6.0
Action,Game 8382,classic,An innovative Survival game that complex narratives and challenging levels. Age Restriction: 8.,2014-11-14,41.78,8.3
Simulation,Game 8383,beta,"Experience the excitement in this Simulation game, where character customization and challenging levels. Age Restriction: 9.",2010-02-03,81.48,3.1
Puzzle,Game 8384,current,"This MMORPG game offers city-building, combined with realistic physics for endless excitement. Age Restriction: 8.",2009-03-24,14.48,5.4
MMORPG,Game 8385,alpha,An innovative Horror game that strategic thinking and immersive soundtracks. Age Restriction: 5.,2011-06-24,62.55,1.7
JRPG,Game 8386,current,This Strategy game captivates with high-speed racing and multiplayer options at its core. Age Restriction: 9.,2004-03-06,75.82,2.4
Horror,Game 8387,classic,"Explore the Survival genre with intense battles, making it multiplayer options. Age Restriction: 11.",2021-11-07,19.47,5.7
Horror,Game 8388,classic,"Experience the excitement in this Action game, where complex narratives and breathtaking visuals. Age Restriction: 15.",2021-07-26,80.19,6.4
Fighting,Game 8389,current,Step into the world of RPG with intense battles and immersive soundtracks at your fingertips. Age Restriction: 17.,2009-02-04,46.19,5.3
MMORPG,Game 8390,current,Discover the thrill of RPG through character customization and immersive soundtracks. Age Restriction: 8.,2013-11-28,78.44,4.4
RPG,Game 8391,original,A captivating Sports experience that blends character customization with immersive soundtracks. Age Restriction: 10.,2009-07-20,26.61,8.2
Action,Game 8392,alpha,"Unleash your potential in this Horror game, featuring city-building and dynamic environments. Age Restriction: 10.",2016-10-19,88.98,7.3
Action,Game 8393,beta,A dynamic Fighting game that integrates character customization and realistic physics seamlessly. Age Restriction: 18.,2016-11-03,35.29,9.0
Horror,Game 8394,alpha,Prepare for an intense Puzzle experience with city-building and challenging levels. Age Restriction: 6.,2008-03-29,73.09,6.4
Strategy,Game 8395,alpha,A dynamic Sports game that integrates high-speed racing and challenging levels seamlessly. Age Restriction: 7.,2021-06-06,10.24,3.6
Adventure,Game 8396,alpha,"Experience the excitement in this Horror game, where complex narratives and endless fun. Age Restriction: 14.",2008-06-19,18.35,9.6
Adventure,Game 8397,beta,"This MMORPG game provides puzzle-solving, perfect for those who breathtaking visuals. Age Restriction: 12.",2016-02-15,70.8,1.0
JRPG,Game 8398,original,"Unleash your potential in this Adventure game, featuring strategic thinking and realistic physics. Age Restriction: 9.",2017-12-02,21.81,7.2
Action,Game 8399,current,"Experience the excitement in this Adventure game, where high-speed racing and endless fun. Age Restriction: 14.",2021-07-23,96.67,7.6
Strategy,Game 8400,current,Immerse yourself in a Fighting game that offers high-speed racing and dynamic environments. Age Restriction: 10.,2000-02-29,33.69,0.8
MMORPG,Game 8401,alpha,"This Fighting game provides high-speed racing, perfect for those who immersive soundtracks. Age Restriction: 5.",2005-03-10,47.86,0.8
JRPG,Game 8402,beta,Engage in a JRPG adventure where complex narratives and realistic physics prevail. Age Restriction: 4.,2019-06-16,55.81,6.5
JRPG,Game 8403,alpha,A dynamic Horror game that integrates puzzle-solving and multiplayer options seamlessly. Age Restriction: 15.,2004-08-31,14.3,0.2
Adventure,Game 8404,original,"Explore the Simulation genre with city-building, making it unmatched gameplay. Age Restriction: 3.",2004-03-18,27.95,6.0
Horror,Game 8405,original,Step into the world of Survival with strategic thinking and immersive soundtracks at your fingertips. Age Restriction: 10.,2016-03-05,90.26,6.0
Simulation,Game 8406,original,A unique MMORPG game that offers puzzle-solving alongside dynamic environments. Age Restriction: 16.,2002-09-27,71.76,5.8
Sports,Game 8407,original,"Explore the RPG genre with intense battles, making it immersive soundtracks. Age Restriction: 10.",2011-05-27,19.23,7.4
Puzzle,Game 8408,alpha,Embark on an epic Strategy journey where puzzle-solving and dynamic environments come together. Age Restriction: 11.,2013-06-25,38.39,7.3
Adventure,Game 8409,classic,"This Strategy game offers city-building, combined with realistic physics for endless excitement. Age Restriction: 15.",2011-06-20,32.54,9.2
RPG,Game 8410,alpha,Challenge yourself in this Survival game with complex narratives and unmatched gameplay. Age Restriction: 5.,2006-02-26,19.21,9.1
JRPG,Game 8411,current,Challenge yourself in this JRPG game with high-speed racing and breathtaking visuals. Age Restriction: 12.,2019-10-28,87.09,8.4
Sports,Game 8412,current,A thrilling RPG game featuring complex narratives and realistic physics. Age Restriction: 7.,2011-06-11,83.88,5.4
Simulation,Game 8413,classic,Dive into Survival\ with character customization and breathtaking visuals for a complete experience. Age Restriction: 10.,2009-01-15,12.23,3.3
Puzzle,Game 8414,alpha,Immerse yourself in a RPG game that offers city-building and breathtaking visuals. Age Restriction: 7.,2016-07-09,33.3,8.7
Sports,Game 8415,original,Engage in a Action adventure where sports management and immersive soundtracks prevail. Age Restriction: 12.,2019-06-04,79.4,6.4
RPG,Game 8416,current,An innovative Puzzle game that strategic thinking and immersive soundtracks. Age Restriction: 18.,2003-02-03,39.6,2.0
JRPG,Game 8417,classic,"Dive into the world of Horror with complex narratives, offering endless fun. Age Restriction: 16.",2009-10-15,63.26,3.0
Adventure,Game 8418,alpha,A captivating Fighting experience that blends intense battles with breathtaking visuals. Age Restriction: 11.,2004-12-26,40.37,5.9
RPG,Game 8419,current,Challenge yourself in this Action game with character customization and breathtaking visuals. Age Restriction: 12.,2021-04-02,39.68,6.4
Action,Game 8420,current,"Unleash your potential in this Strategy game, featuring intense battles and dynamic environments. Age Restriction: 8.",2007-10-23,66.01,7.7
Fighting,Game 8421,classic,A captivating Sports experience that blends complex narratives with multiplayer options. Age Restriction: 5.,2015-10-27,14.38,2.6
Strategy,Game 8422,classic,A thrilling Fighting game featuring high-speed racing and challenging levels. Age Restriction: 16.,2023-04-08,39.76,7.4
JRPG,Game 8423,classic,A captivating Action experience that blends high-speed racing with immersive soundtracks. Age Restriction: 7.,2006-02-25,73.59,1.8
Fighting,Game 8424,beta,"Dive into the world of Action with sports management, offering immersive soundtracks. Age Restriction: 5.",2007-08-02,90.6,3.2
Strategy,Game 8425,alpha,An engaging Sports game that brings complex narratives and realistic physics to life. Age Restriction: 18.,2013-04-02,64.5,7.3
RPG,Game 8426,beta,A dynamic Horror game that integrates complex narratives and dynamic environments seamlessly. Age Restriction: 15.,2006-08-02,24.07,6.6
Horror,Game 8427,original,A unique Adventure game that offers complex narratives alongside multiplayer options. Age Restriction: 9.,2022-03-01,83.4,4.9
RPG,Game 8428,alpha,"This Fighting game provides strategic thinking, perfect for those who realistic physics. Age Restriction: 17.",2015-09-26,63.18,5.1
Horror,Game 8429,classic,Experience a new level of Strategy with intense battles and immersive soundtracks. Age Restriction: 6.,2019-08-04,76.09,4.5
MMORPG,Game 8430,original,Engage in a Puzzle adventure where city-building and multiplayer options prevail. Age Restriction: 18.,2010-09-20,42.89,3.2
Strategy,Game 8431,alpha,Discover the thrill of MMORPG through high-speed racing and dynamic environments. Age Restriction: 6.,2011-04-13,87.9,3.8
Survival,Game 8432,classic,A unique RPG game that offers high-speed racing alongside immersive soundtracks. Age Restriction: 14.,2016-01-31,37.25,2.7
Simulation,Game 8433,beta,A captivating Simulation experience that blends sports management with breathtaking visuals. Age Restriction: 16.,2009-12-08,55.91,0.0
Puzzle,Game 8434,alpha,A unique Puzzle game that offers intense battles alongside immersive soundtracks. Age Restriction: 3.,2015-11-25,19.79,3.3
Simulation,Game 8435,original,"Dive into the world of Adventure with city-building, offering dynamic environments. Age Restriction: 15.",2002-04-06,79.57,3.1
Horror,Game 8436,classic,"Join the adventure in this Survival game, where character customization is paired with breathtaking visuals. Age Restriction: 4.",2007-12-07,80.22,4.5
Sports,Game 8437,current,An engaging JRPG game that brings intense battles and immersive soundtracks to life. Age Restriction: 18.,2004-10-25,28.12,1.3
Simulation,Game 8438,alpha,A dynamic Action game that integrates complex narratives and multiplayer options seamlessly. Age Restriction: 14.,2006-06-02,80.49,1.0
Puzzle,Game 8439,current,Embark on an epic JRPG journey where complex narratives and endless fun come together. Age Restriction: 6.,2014-01-13,10.24,1.2
